id,mod_hex_id,courseID,mod_type,name,markdown,order,childOrder,treelevel,chpModPar,seqModPar,vrtModPar,parent,modparent_childlevel
block-v1:MITxPRO+LASERxB1+1T2019+type@html+block@231c15562ab8497daeb55e56acf3b35c,231c15562ab8497daeb55e56acf3b35c,MITxPRO+LASERxB1+1T2019,html,Duplicate of 'Raw HTML',NA,146,3,4,b81f7ccf60e1421ba61ca2e20972139d,21fc759637e1466db912e244c8832da2,3bbed7cdac9b47ea8630449229f15858,3bbed7cdac9b47ea8630449229f15858,3bbed7cdac9b47ea8630449229f15858/3
block-v1:MITxPRO+LASERxB1+1T2019+type@problem+block@1febb706d7a34005ae8711ed49c76e64,1febb706d7a34005ae8711ed49c76e64,MITxPRO+LASERxB1+1T2019,problem,Question #1,"You have just heard that a competitor has announced it is developing a new aerospace product that the competitor claims might be better than the with one you are working on.
>>You could:<<
( )	Observe that it is the responsibility of others at your company to assess the competition.  {{Strategic thinking is not limited to those whose jobs it is to officially make strategy or assess the competitive landscape.}}
( )	Read the press release to learn what they claim and move on. {{You should not accept competitive claims at face value without verifying them.  }}
(x)	Gather the available facts and run it through a model to verify if their claims are possible. {{Critical thinking is important in strategic thinking. Critical thinking tests propositions for reality, assessing their worth or validity, by analyzing and evaluating information that has been gathered. }}


||Critical thinking is important in strategic thinking. ||
",147,4,4,b81f7ccf60e1421ba61ca2e20972139d,21fc759637e1466db912e244c8832da2,3bbed7cdac9b47ea8630449229f15858,3bbed7cdac9b47ea8630449229f15858,3bbed7cdac9b47ea8630449229f15858/4
block-v1:MITxPRO+LASERxB1+1T2019+type@problem+block@8f73ba6f5a0042f2850356ac38ac6f24,8f73ba6f5a0042f2850356ac38ac6f24,MITxPRO+LASERxB1+1T2019,problem,Question #2,"You have created a new Artificial Intelligence technology that could have a number of applications. You want to consider what product line at the company might best commercialize this technology. 
>>You could:<<
( ) Go with your intuition.   {{While intuition has a role in strategic decision making, strategic thinkers need to go beyond their past experiences, and activate their ability to imagine what else or how else things can be.}}
(x) Stimulate your creative juices and reflect on the opportunities ñ e.g. take a walk or sleep on the problem.{{Strategic thinkers need to activate their ability to imagine what how else things can be. Dealing only with intuition and/or analysis of information is insufficient. 
Creativity is important in strategic thinking.}}
( ) Look at facts and data, and analyze them to come up with an innovative product based on the technology. {{While analysis can help evaluate decisions, on its own it can promote traditional ìeither/orî thinking which can stop creative thinking. Strategic thinkers need to activate their ability to imagine what else or how else things can be.    }}


||Creativity is important in strategic thinking.  ||
",148,5,4,b81f7ccf60e1421ba61ca2e20972139d,21fc759637e1466db912e244c8832da2,3bbed7cdac9b47ea8630449229f15858,3bbed7cdac9b47ea8630449229f15858,3bbed7cdac9b47ea8630449229f15858/5
block-v1:MITxPRO+LASERxB1+1T2019+type@problem+block@e2260b86653c46d7b14a41fb419dbf8c,e2260b86653c46d7b14a41fb419dbf8c,MITxPRO+LASERxB1+1T2019,problem,Question #3,"You are an engineer in a company that makes smart phones. Even though your team has been releasing exciting new models on schedule, your market share has been slipping to a rival. 
>>You could:<<
(x) Talk to a range of people to get a broad perspective on the situation -  e.g. co-workers, customers, partners involved in selling, etc. {{The ability to see a situation from a broad perspective is important in strategic thinking. By diversifying and expanding your interactions you can challenge your in-built assumptions and frameworks.}}
( ) Keep doing what you are doing. You know you are building great products. Customers will catch on. {{You need to challenge your in-built assumptions and frameworks by drawing on a vast and diverse range of frames and points of view.   }}
( ) Encourage your team to promote your products in popular forums and blogs. {{This is a limited response and also assumes the problem is lack of promotion. You need to challenge your in-built assumptions and frameworks by drawing on a vast and diverse range of frames and points of view.   }}



||Taking a broad perspective is important in strategic thinking.||
",149,6,4,b81f7ccf60e1421ba61ca2e20972139d,21fc759637e1466db912e244c8832da2,3bbed7cdac9b47ea8630449229f15858,3bbed7cdac9b47ea8630449229f15858,3bbed7cdac9b47ea8630449229f15858/6
block-v1:MITxPRO+LASERxB1+1T2019+type@problem+block@35eb641ad1d845bbba54915bce75a962,35eb641ad1d845bbba54915bce75a962,MITxPRO+LASERxB1+1T2019,problem,Question #4,"You are leading a team to create a new hybrid vehicle. Your boss has handed you a mountain of data ñ on competitive products, consumer preferences, suppliers, in-house and external technologies and so on. The data is inconsistent, incomplete, and in flux.
>>You could:<<
( )	Delegate! Hand it off to a junior member of the team to summarize it for you. {{You are important in coming up with an innovative, competitive product. You need to think about how everything effects everything else.  }}
( )	Separate out what you think is important and focus on that. {{ Separating out things is not good when practising strategic thinking: in a complex world you must think about how everything effects everything else.}}
(x)	Develop an ability to comprehend many things at once, even where they are inconsistent, incomplete, and in flux. {{While this is challenging to develop, strategic thinking requires an ability to juggle, i.e. to attend to competing, incomplete and inaccurate information all at once.}}

||Juggling (i.e. attending to competing, incomplete and inaccurate information all at once) is important in strategic thinking.  ||
",150,7,4,b81f7ccf60e1421ba61ca2e20972139d,21fc759637e1466db912e244c8832da2,3bbed7cdac9b47ea8630449229f15858,3bbed7cdac9b47ea8630449229f15858,3bbed7cdac9b47ea8630449229f15858/7
block-v1:MITxPRO+LASERxB1+1T2019+type@problem+block@08be90ffbeea4795a138cd42ed8db56f,08be90ffbeea4795a138cd42ed8db56f,MITxPRO+LASERxB1+1T2019,problem,Question #5,"You are a young manager at a large consumer electronics firm who is leading its expansion into a new country. You donít have control over many uncertainties that could make or break your business strategy ñ like the local economics, politics, regulation, competitive response etc. 
>>You could:<<
(x)	Pay close attention to these things over which you have no control {{For strategic thinking it is critical to deal with things you cannot control, rather than to focus on what you can control. 
If everyone has access to the same data, those who win will be the ones coming up with creative responses to the unknown and uncontrollable. 
}}
( )	Focus on the things you can control, there is no point worrying about things that are out of your hands {{For strategic thinking it is critical to deal with things you cannot control, rather than to focus on what you can control. }}
( )	Tell your strategy team to keep them in mind while you focus on what you can control {{This may seem like the best use of your resources, but it is not. For strategic thinking it is critical to deal with things you cannot control, rather than to focus on what you can control. }}

||Dealing with things you cannot control is important in strategic thinking.  ||",151,8,4,b81f7ccf60e1421ba61ca2e20972139d,21fc759637e1466db912e244c8832da2,3bbed7cdac9b47ea8630449229f15858,3bbed7cdac9b47ea8630449229f15858,3bbed7cdac9b47ea8630449229f15858/8
block-v1:MITxPRO+LASERxB1+1T2019+type@problem+block@3007433c8f584dcbb5ac159c1c5f2be3,3007433c8f584dcbb5ac159c1c5f2be3,MITxPRO+LASERxB1+1T2019,problem,Question #6,"You are a development engineer at a small company that provides software to analyse the home heating efficiency of newly constructed homes. You share this competitive market with a division of a major company, who has just announced a new set of features that will give them a strong advantage.
>>You could:<<
( ) Propose to the management and board a roadmap to respond{{This is good, but is there an even better response?}}
( ) Work day and night to try to build the new features{{This is inefficient, and you will burn out.}}
(x) Rally your small group, prioritize these features and try to build them in the next few weeks{{Possessing an adamant and relentless desire to win is important for strategic thinking. Rallying your team, prioritizing features and building them in a fast paced but realistic timeline is the best response. }}

||Desiring to win is important in strategic thinking.  ||
",152,9,4,b81f7ccf60e1421ba61ca2e20972139d,21fc759637e1466db912e244c8832da2,3bbed7cdac9b47ea8630449229f15858,3bbed7cdac9b47ea8630449229f15858,3bbed7cdac9b47ea8630449229f15858/9
block-v1:MITxPRO+LASERxB1+1T2019+type@vertical+block@1a97794afb4c441ebbeed937021d2148,1a97794afb4c441ebbeed937021d2148,MITxPRO+LASERxB1+1T2019,vertical,Strategic Thinking and Strategic Planning,NA,153,2,3,b81f7ccf60e1421ba61ca2e20972139d,21fc759637e1466db912e244c8832da2,1a97794afb4c441ebbeed937021d2148,21fc759637e1466db912e244c8832da2,21fc759637e1466db912e244c8832da2/2
block-v1:MITxPRO+LASERxB1+1T2019+type@html+block@73039f8c1eb9409cb4caee2cf968001e,73039f8c1eb9409cb4caee2cf968001e,MITxPRO+LASERxB1+1T2019,html,Raw HTML,NA,154,1,4,b81f7ccf60e1421ba61ca2e20972139d,21fc759637e1466db912e244c8832da2,1a97794afb4c441ebbeed937021d2148,1a97794afb4c441ebbeed937021d2148,1a97794afb4c441ebbeed937021d2148/1
block-v1:MITxPRO+LASERxB1+1T2019+type@video+block@00ae5f0c51874a73a41ebea838d95682,00ae5f0c51874a73a41ebea838d95682,MITxPRO+LASERxB1+1T2019,video,Strategic Thinking and Strategic Planning,NA,155,2,4,b81f7ccf60e1421ba61ca2e20972139d,21fc759637e1466db912e244c8832da2,1a97794afb4c441ebbeed937021d2148,1a97794afb4c441ebbeed937021d2148,1a97794afb4c441ebbeed937021d2148/2
block-v1:MITxPRO+LASERxB1+1T2019+type@html+block@b38af1a65bd14ea886d608e701505bcf,b38af1a65bd14ea886d608e701505bcf,MITxPRO+LASERxB1+1T2019,html,Duplicate of 'Raw HTML',NA,156,3,4,b81f7ccf60e1421ba61ca2e20972139d,21fc759637e1466db912e244c8832da2,1a97794afb4c441ebbeed937021d2148,1a97794afb4c441ebbeed937021d2148,1a97794afb4c441ebbeed937021d2148/3
block-v1:MITxPRO+LASERxB1+1T2019+type@drag-and-drop-v2+block@d391c8b6e56a43a7b654e9dee02d904b,d391c8b6e56a43a7b654e9dee02d904b,MITxPRO+LASERxB1+1T2019,drag-and-drop-v2,Question #1,NA,157,4,4,b81f7ccf60e1421ba61ca2e20972139d,21fc759637e1466db912e244c8832da2,1a97794afb4c441ebbeed937021d2148,1a97794afb4c441ebbeed937021d2148,1a97794afb4c441ebbeed937021d2148/4
block-v1:MITxPRO+LASERxB1+1T2019+type@problem+block@6111116566fc4fd9abba409322bea245,6111116566fc4fd9abba409322bea245,MITxPRO+LASERxB1+1T2019,problem,Question #2,">>Strategic thinking mostly helps with identifying:<<
( ) 	Strengths {{Strategic thinking widens the solution space. You could be building upon strengths, but mainly you are looking to capitalize on another element of SWOT. Which one is it? }}
( ) 	Weaknesses {{Strategic thinking widens the solution space. You could be addressing weaknesses, but mainly you are looking to capitalize on another element of SWOT. Which one is it?}}
(x) 	Opportunities {{Strategic thinking takes a broad view of opportunities, widening the solution space}}
( ) 	Threats {{Strategic thinking widens the solution space. You could be addressing threats, but mainly you are looking to capitalize on another element of SWOT. Which one is it?}}

",158,5,4,b81f7ccf60e1421ba61ca2e20972139d,21fc759637e1466db912e244c8832da2,1a97794afb4c441ebbeed937021d2148,1a97794afb4c441ebbeed937021d2148,1a97794afb4c441ebbeed937021d2148/5
block-v1:MITxPRO+LASERxB1+1T2019+type@problem+block@a81b2235cb9c499eb9ea8ee0a8dd9725,a81b2235cb9c499eb9ea8ee0a8dd9725,MITxPRO+LASERxB1+1T2019,problem,Question #3,">>Strategic thinking relies on two skills, namely thinking:<<
( ) 	Divergently and creatively {{Thinking divergently and creatively are both widening the solution space, you also want to test propositions for their validity.}}
( )	    Fast and slow {{These are two modes of thinking, but not the two skills strategic thinking relies on ñ those two skills involve i) testing propositions for their validity, and ii) incubating new ideas}}
(X) 	Critically and creatively {{Strategic thinking relies on critical thinking and creativity. 
Critical thinking tests propositions for reality, assessing their worth or validity, by analyzing and evaluating information that has been gathered. 
Creativity forms something new and valuable, for example by incubating new ideas and bringing together different and seemingly unrelated dimensions. }}
( ) 	Convergently and critically {{Thinking convergently and critically are both focusing the solution space, you also want to creatively explore alternatives to widen the solution space.    }}

||Strategic thinking involves testing propositions for their validity as well as incubating new ideas.||",159,6,4,b81f7ccf60e1421ba61ca2e20972139d,21fc759637e1466db912e244c8832da2,1a97794afb4c441ebbeed937021d2148,1a97794afb4c441ebbeed937021d2148,1a97794afb4c441ebbeed937021d2148/6
block-v1:MITxPRO+LASERxB1+1T2019+type@problem+block@2d4e0ab0ef3b4d73b82c72d4621a7579,2d4e0ab0ef3b4d73b82c72d4621a7579,MITxPRO+LASERxB1+1T2019,problem,Question #4,">>Strategic thinking should be practiced by:<<
( ) 	The CEO {{The CEO certainly needs to practise strategic thinking, but is there a better answer?}}
( )     The strategy team {{The CEO certainly needs to practise strategic thinking, but is there a better answer?}}
( ) 	Senior managers {{Senior managers do need to practise strategic thinking, but is there a better answer?}}
(x) 	Everyone in the organization {{Strategic thinking should be practised by everyone in the organization. 
You can contribute to your organization by developing and practicing strategic thinking.
}}
( ) 	Strategy consultants {{Strategic thinking is not just the domain of strategy consultants, is there a better answer?}}
",160,7,4,b81f7ccf60e1421ba61ca2e20972139d,21fc759637e1466db912e244c8832da2,1a97794afb4c441ebbeed937021d2148,1a97794afb4c441ebbeed937021d2148,1a97794afb4c441ebbeed937021d2148/7
block-v1:MITxPRO+LASERxB1+1T2019+type@problem+block@8bdebf492ebd4e62b0d522e8ab5e5197,8bdebf492ebd4e62b0d522e8ab5e5197,MITxPRO+LASERxB1+1T2019,problem,Question #5,"Fill in the blank:
________________ brings together different and seemingly unrelated dimensions ñ and something new emerges. 
( ) 	Juggling {{Juggling is about dealing with ambiguity, which of the choices is about incubating new ideas?}}
(x) 	Creativity {{Creativity is the ability to form something new and valuable. It brings together different and seemingly unrelated dimensions ñ and something new emerges. }}
( ) 	Winning {{Possessing a relentless desire to win is one of the personal attributes that supports strategic thinking, but which of the choices is about incubating new ideas?}}
( ) 	Focusing {{Focusing helps in strategic planning, but which of the choices is about incubating new ideas?}}


||This is a skill that supports strategic thinking.||
",161,8,4,b81f7ccf60e1421ba61ca2e20972139d,21fc759637e1466db912e244c8832da2,1a97794afb4c441ebbeed937021d2148,1a97794afb4c441ebbeed937021d2148,1a97794afb4c441ebbeed937021d2148/8
block-v1:MITxPRO+LASERxB1+1T2019+type@vertical+block@741f20479afd4861b508ea6c1277eaf1,741f20479afd4861b508ea6c1277eaf1,MITxPRO+LASERxB1+1T2019,vertical,John Houbolt and the Apollo Lunar Module,NA,162,3,3,b81f7ccf60e1421ba61ca2e20972139d,21fc759637e1466db912e244c8832da2,741f20479afd4861b508ea6c1277eaf1,21fc759637e1466db912e244c8832da2,21fc759637e1466db912e244c8832da2/3
block-v1:MITxPRO+LASERxB1+1T2019+type@html+block@08111f75e22d409998cf8b85bd431f0a,08111f75e22d409998cf8b85bd431f0a,MITxPRO+LASERxB1+1T2019,html,Raw HTML,NA,163,1,4,b81f7ccf60e1421ba61ca2e20972139d,21fc759637e1466db912e244c8832da2,741f20479afd4861b508ea6c1277eaf1,741f20479afd4861b508ea6c1277eaf1,741f20479afd4861b508ea6c1277eaf1/1
block-v1:MITxPRO+LASERxB1+1T2019+type@video+block@4280927ec4d643238aa49c32f9e06c6c,4280927ec4d643238aa49c32f9e06c6c,MITxPRO+LASERxB1+1T2019,video,L1W1V7B,NA,164,2,4,b81f7ccf60e1421ba61ca2e20972139d,21fc759637e1466db912e244c8832da2,741f20479afd4861b508ea6c1277eaf1,741f20479afd4861b508ea6c1277eaf1,741f20479afd4861b508ea6c1277eaf1/2
block-v1:MITxPRO+LASERxB1+1T2019+type@html+block@6e1c7c431db64442b1a7ca15b87a61bd,6e1c7c431db64442b1a7ca15b87a61bd,MITxPRO+LASERxB1+1T2019,html,Duplicate of 'Raw HTML',NA,165,3,4,b81f7ccf60e1421ba61ca2e20972139d,21fc759637e1466db912e244c8832da2,741f20479afd4861b508ea6c1277eaf1,741f20479afd4861b508ea6c1277eaf1,741f20479afd4861b508ea6c1277eaf1/3
block-v1:MITxPRO+LASERxB1+1T2019+type@problem+block@fc44e6a5f7654430af1227838224dceb,fc44e6a5f7654430af1227838224dceb,MITxPRO+LASERxB1+1T2019,problem,Question #1,">>Houbolt considered the whole mission design, including operational risk. This is an example of which personal attribute that supports strategic thinking:<<
(x) 	Keeping a broad perspective {{Keeping a broad perspective, i.e. being willing to take a wide-ranging view of facts and events, Houbolt considered the risks associated with the whole mission design, including operational risk.}}
( ) 	Juggling incomplete or inaccurate information {{Houbolt was willing to take a wide-ranging view of facts and events ñ which choice relates best to this?}}
( ) 	Dealing with things over which you have no control {{Houbolt was willing to take a wide-ranging view of facts and events ñ which choice relates best to this?}}
( ) 	Possessing a relentless desire to win {{Houbolt was willing to take a wide-ranging view of facts and events ñ which choice relates best to this?}}

||Houbolt was willing to take a wide-ranging view of facts and events ñ which choice relates best to this?||

",166,4,4,b81f7ccf60e1421ba61ca2e20972139d,21fc759637e1466db912e244c8832da2,741f20479afd4861b508ea6c1277eaf1,741f20479afd4861b508ea6c1277eaf1,741f20479afd4861b508ea6c1277eaf1/4
block-v1:MITxPRO+LASERxB1+1T2019+type@vertical+block@e766c290004247218b5c53ae45a56e97,e766c290004247218b5c53ae45a56e97,MITxPRO+LASERxB1+1T2019,vertical,Put Into Practice,NA,167,4,3,b81f7ccf60e1421ba61ca2e20972139d,21fc759637e1466db912e244c8832da2,e766c290004247218b5c53ae45a56e97,21fc759637e1466db912e244c8832da2,21fc759637e1466db912e244c8832da2/4
block-v1:MITxPRO+LASERxB1+1T2019+type@html+block@37319e88176d4aefa91d7a9980dbae91,37319e88176d4aefa91d7a9980dbae91,MITxPRO+LASERxB1+1T2019,html,Raw HTML,NA,168,1,4,b81f7ccf60e1421ba61ca2e20972139d,21fc759637e1466db912e244c8832da2,e766c290004247218b5c53ae45a56e97,e766c290004247218b5c53ae45a56e97,e766c290004247218b5c53ae45a56e97/1
block-v1:MITxPRO+LASERxB1+1T2019+type@html+block@9f83d4de28e64c5b81825f4e58892ac7,9f83d4de28e64c5b81825f4e58892ac7,MITxPRO+LASERxB1+1T2019,html,Case Intro,NA,169,2,4,b81f7ccf60e1421ba61ca2e20972139d,21fc759637e1466db912e244c8832da2,e766c290004247218b5c53ae45a56e97,e766c290004247218b5c53ae45a56e97,e766c290004247218b5c53ae45a56e97/2
block-v1:MITxPRO+LASERxB1+1T2019+type@video+block@a9ae0a3c070d455bb4369a8996313336,a9ae0a3c070d455bb4369a8996313336,MITxPRO+LASERxB1+1T2019,video,Introducing Spyce,NA,170,3,4,b81f7ccf60e1421ba61ca2e20972139d,21fc759637e1466db912e244c8832da2,e766c290004247218b5c53ae45a56e97,e766c290004247218b5c53ae45a56e97,e766c290004247218b5c53ae45a56e97/3
block-v1:MITxPRO+LASERxB1+1T2019+type@html+block@f3c44bf91f85487caa6400dfe774e63b,f3c44bf91f85487caa6400dfe774e63b,MITxPRO+LASERxB1+1T2019,html,Case Reading,NA,171,4,4,b81f7ccf60e1421ba61ca2e20972139d,21fc759637e1466db912e244c8832da2,e766c290004247218b5c53ae45a56e97,e766c290004247218b5c53ae45a56e97,e766c290004247218b5c53ae45a56e97/4
block-v1:MITxPRO+LASERxB1+1T2019+type@problem+block@71cec822bcff4f30a20e75dc63ef7b65,71cec822bcff4f30a20e75dc63ef7b65,MITxPRO+LASERxB1+1T2019,problem,Question #1,"Match up phrases from the case to the strategic thinking skill/attribute they correspond to best.

ìWhat metrics from the restaurant could demonstrate success of the current strategy?î
[[
Creativity
(Critical thinking)
Keeping a broad perspective
Dealing with things that you have no control over
Possessing an adamant and relentless desire to win
Juggling inconsistent, incomplete and inaccurate data
]]
ìhe knew it was time to be creative about future possibilitiesî
[[
(Creativity)
Critical thinking
Keeping a broad perspective
Dealing with things that you have no control over
Possessing an adamant and relentless desire to win
Juggling inconsistent, incomplete and inaccurate data
]]
ìMichael knew it was important to be exposed to diverse points of viewî
[[
Creativity
Critical thinking
(Keeping a broad perspective)
Dealing with things that you have no control over
Possessing an adamant and relentless desire to win
Juggling inconsistent, incomplete and inaccurate data
]]
ìMichael was flooded with dataÖHe knew he had to find a way to make sense of it all.î
[[
Creativity
Critical thinking
Keeping a broad perspective
Dealing with things that you have no control over
Possessing an adamant and relentless desire to win
(Juggling inconsistent, incomplete and inaccurate data)
]]
ìhe had to pre-empt any obstacles that could come upî
[[
Creativity
Critical thinking
Keeping a broad perspective
(Dealing with things that you have no control over)
Possessing an adamant and relentless desire to win
Juggling inconsistent, incomplete and inaccurate data
]]
ìhe was quietly confident that the drive that had taken them from technology prototype to full restaurant in a few short years would make them succeed in whatever direction they tookî

[[
Creativity
Critical thinking
Keeping a broad perspective
Dealing with things that you have no control over
(Possessing an adamant and relentless desire to win)
Juggling inconsistent, incomplete and inaccurate data
]]",172,5,4,b81f7ccf60e1421ba61ca2e20972139d,21fc759637e1466db912e244c8832da2,e766c290004247218b5c53ae45a56e97,e766c290004247218b5c53ae45a56e97,e766c290004247218b5c53ae45a56e97/5
block-v1:MITxPRO+LASERxB1+1T2019+type@vertical+block@fd587aacd8ad43159830fa62d4ad9720,fd587aacd8ad43159830fa62d4ad9720,MITxPRO+LASERxB1+1T2019,vertical,Reflection,NA,173,5,3,b81f7ccf60e1421ba61ca2e20972139d,21fc759637e1466db912e244c8832da2,fd587aacd8ad43159830fa62d4ad9720,21fc759637e1466db912e244c8832da2,21fc759637e1466db912e244c8832da2/5
block-v1:MITxPRO+LASERxB1+1T2019+type@html+block@3ec3a3563847406fa73338f9e9999cf3,3ec3a3563847406fa73338f9e9999cf3,MITxPRO+LASERxB1+1T2019,html,Raw HTML,NA,174,1,4,b81f7ccf60e1421ba61ca2e20972139d,21fc759637e1466db912e244c8832da2,fd587aacd8ad43159830fa62d4ad9720,fd587aacd8ad43159830fa62d4ad9720,fd587aacd8ad43159830fa62d4ad9720/1
block-v1:MITxPRO+LASERxB1+1T2019+type@problem+block@b1cd0e7dc3ad4a8eb91a4bfdbeb025b0,b1cd0e7dc3ad4a8eb91a4bfdbeb025b0,MITxPRO+LASERxB1+1T2019,problem,Reflection,NA,175,2,4,b81f7ccf60e1421ba61ca2e20972139d,21fc759637e1466db912e244c8832da2,fd587aacd8ad43159830fa62d4ad9720,fd587aacd8ad43159830fa62d4ad9720,fd587aacd8ad43159830fa62d4ad9720/2
block-v1:MITxPRO+LASERxB1+1T2019+type@html+block@1b532c6a5d0c48ba8cfa09591141b4df,1b532c6a5d0c48ba8cfa09591141b4df,MITxPRO+LASERxB1+1T2019,html,Duplicate of 'Raw HTML',NA,176,3,4,b81f7ccf60e1421ba61ca2e20972139d,21fc759637e1466db912e244c8832da2,fd587aacd8ad43159830fa62d4ad9720,fd587aacd8ad43159830fa62d4ad9720,fd587aacd8ad43159830fa62d4ad9720/3
block-v1:MITxPRO+LASERxB1+1T2019+type@poll+block@62bff51286ef4f348717a3cf6fe2318f,62bff51286ef4f348717a3cf6fe2318f,MITxPRO+LASERxB1+1T2019,poll,NA,NA,177,4,4,b81f7ccf60e1421ba61ca2e20972139d,21fc759637e1466db912e244c8832da2,fd587aacd8ad43159830fa62d4ad9720,fd587aacd8ad43159830fa62d4ad9720,fd587aacd8ad43159830fa62d4ad9720/4
block-v1:MITxPRO+LASERxB1+1T2019+type@sequential+block@abe74ec2e7c647899e3548d9d3eac089,abe74ec2e7c647899e3548d9d3eac089,MITxPRO+LASERxB1+1T2019,sequential,The Precursors to Strategy (20 min),NA,178,5,2,b81f7ccf60e1421ba61ca2e20972139d,abe74ec2e7c647899e3548d9d3eac089,NA,b81f7ccf60e1421ba61ca2e20972139d,b81f7ccf60e1421ba61ca2e20972139d/5
block-v1:MITxPRO+LASERxB1+1T2019+type@vertical+block@3ab0ffa722c841cc912a212b01a6cda3,3ab0ffa722c841cc912a212b01a6cda3,MITxPRO+LASERxB1+1T2019,vertical,Case: The Birth of Amazon Web Services,NA,179,1,3,b81f7ccf60e1421ba61ca2e20972139d,abe74ec2e7c647899e3548d9d3eac089,3ab0ffa722c841cc912a212b01a6cda3,abe74ec2e7c647899e3548d9d3eac089,abe74ec2e7c647899e3548d9d3eac089/1
block-v1:MITxPRO+LASERxB1+1T2019+type@html+block@779f9ddd1fd14d1e9e69f72219a1fdbd,779f9ddd1fd14d1e9e69f72219a1fdbd,MITxPRO+LASERxB1+1T2019,html,Raw HTML,NA,180,1,4,b81f7ccf60e1421ba61ca2e20972139d,abe74ec2e7c647899e3548d9d3eac089,3ab0ffa722c841cc912a212b01a6cda3,3ab0ffa722c841cc912a212b01a6cda3,3ab0ffa722c841cc912a212b01a6cda3/1
block-v1:MITxPRO+LASERxB1+1T2019+type@html+block@b37e701092c444e8a0009767edc5f622,b37e701092c444e8a0009767edc5f622,MITxPRO+LASERxB1+1T2019,html,Raw HTML,NA,181,2,4,b81f7ccf60e1421ba61ca2e20972139d,abe74ec2e7c647899e3548d9d3eac089,3ab0ffa722c841cc912a212b01a6cda3,3ab0ffa722c841cc912a212b01a6cda3,3ab0ffa722c841cc912a212b01a6cda3/2
block-v1:MITxPRO+LASERxB1+1T2019+type@html+block@bd7c391260c74863ad031cabd6ae5cbb,bd7c391260c74863ad031cabd6ae5cbb,MITxPRO+LASERxB1+1T2019,html,Text,NA,182,3,4,b81f7ccf60e1421ba61ca2e20972139d,abe74ec2e7c647899e3548d9d3eac089,3ab0ffa722c841cc912a212b01a6cda3,3ab0ffa722c841cc912a212b01a6cda3,3ab0ffa722c841cc912a212b01a6cda3/3
block-v1:MITxPRO+LASERxB1+1T2019+type@html+block@386a0044b3b843cc96cfd11f7f889fda,386a0044b3b843cc96cfd11f7f889fda,MITxPRO+LASERxB1+1T2019,html,Duplicate of 'Raw HTML',NA,183,4,4,b81f7ccf60e1421ba61ca2e20972139d,abe74ec2e7c647899e3548d9d3eac089,3ab0ffa722c841cc912a212b01a6cda3,3ab0ffa722c841cc912a212b01a6cda3,3ab0ffa722c841cc912a212b01a6cda3/4
block-v1:MITxPRO+LASERxB1+1T2019+type@problem+block@ae26e6cda8ad4a3f81bd347560d9579f,ae26e6cda8ad4a3f81bd347560d9579f,MITxPRO+LASERxB1+1T2019,problem,Question #1,"	According to the case, why did engineers at Amazon first start to write code in an API-based manner?
(x) 	They were trying to solve a problem with an existing service for external customers that was difficult to use.
( ) 	They were exploring new ways of doing their work in their free time.
( ) 	The company strategy required that they become better at using APIs in their work.
( ) 	Their competitors were doing it already, and they wanted to catch up.

[explanation]
There was a business opportunity for Amazon, if they could compartmentalize their e-commerce engine, they could offer it as a service to other retailers.
[explanation]
",184,5,4,b81f7ccf60e1421ba61ca2e20972139d,abe74ec2e7c647899e3548d9d3eac089,3ab0ffa722c841cc912a212b01a6cda3,3ab0ffa722c841cc912a212b01a6cda3,3ab0ffa722c841cc912a212b01a6cda3/5
block-v1:MITxPRO+LASERxB1+1T2019+type@problem+block@ee48df95832b4374aa273ceb27ec1315,ee48df95832b4374aa273ceb27ec1315,MITxPRO+LASERxB1+1T2019,problem,Question #2,"	How did Amazon become ëquite goodí at running software infrastructure services?
( )	They committed significant funds and their best people to developing the capability as a future business opportunity.
(x)	Internal engineering teams needed infrastructure for their own projects, and the companyís fast growth meant they had to share common resources.
( )	They acquired a company that was already doing this at scale successfully.
( )	CEO Jeff Bezos announced during a company retreat that this was to be a priority.


",185,6,4,b81f7ccf60e1421ba61ca2e20972139d,abe74ec2e7c647899e3548d9d3eac089,3ab0ffa722c841cc912a212b01a6cda3,3ab0ffa722c841cc912a212b01a6cda3,3ab0ffa722c841cc912a212b01a6cda3/6
block-v1:MITxPRO+LASERxB1+1T2019+type@problem+block@7a439da90b394756ad1777fc4c6dead5,7a439da90b394756ad1777fc4c6dead5,MITxPRO+LASERxB1+1T2019,problem,Question #3,"	Which of the following is truest of the strategic decision that led to the creation of AWS?
( ) 	It was part of Amazonís strategy from Day 1.
(x) 	It developed because of the identification of a key internal strength.
( ) 	It was made in response to a perceived weakness of Amazon as a tech leader.
( ) 	There was no strategic decision, it just happened.
",186,7,4,b81f7ccf60e1421ba61ca2e20972139d,abe74ec2e7c647899e3548d9d3eac089,3ab0ffa722c841cc912a212b01a6cda3,3ab0ffa722c841cc912a212b01a6cda3,3ab0ffa722c841cc912a212b01a6cda3/7
